"path","ext","kind","bytes","lines","reasonixMechanisms","performanceVectors","dsxuAbsorptionOwner","absorptionDecision"
"scripts/probe-budget-sweep.mts",".mts","other-support","9512","246","cache-first-loop;tool-result-budget;tool-call-repair;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/probe-cache.mjs",".mjs","config-or-build","5700","157","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/probe-empty-output-diagnosis.mts",".mts","other-support","7393","203","cache-first-loop;tool-result-budget;tool-call-repair;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/probe-fanout.mts",".mts","other-support","5016","137","cache-first-loop;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/probe-long-session.mts",".mts","other-support","5577","168","cache-first-loop;tool-result-budget;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/probe-loop-cache.mts",".mts","other-support","4286","119","cache-first-loop;tool-result-budget;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/probe-orchestrator-cache.mjs",".mjs","config-or-build","8568","208","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/probe-session-e2e.mts",".mts","other-support","14135","344","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/probe-session-e2e-long.mts",".mts","other-support","16136","388","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/probe-session-e2e-post-patch.mts",".mts","other-support","15769","388","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/probe-subagent-distillation.mts",".mts","other-support","9617","268","cache-first-loop;tool-result-budget;tool-call-repair;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/probe-subagent-write-heavy.mts",".mts","other-support","9317","241","cache-first-loop;tool-result-budget;tool-call-repair;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/shift-enter-probe.mjs",".mjs","config-or-build","1460","31","tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/smoke-index-config.mjs",".mjs","config-or-build","1192","43","tool-result-budget;visible-work-state;context-recovery","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-only"
"scripts/smoke-memory.mts",".mts","other-support","9574","192","cache-first-loop;context-recovery;mcp-skill-agent-envelope","token-cache-positive;memory-io-risk;integration-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/smoke-rust.ps1",".ps1","other-support","1137","26","tool-call-repair;visible-work-state;context-recovery","quality-positive-latency-risk;ui-latency-risk;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-only"
"scripts/sync-desktop-version.mjs",".mjs","config-or-build","2224","56","tool-call-repair;context-recovery;deepseek-route-cost-control","quality-positive-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/sync-render-versions.mjs",".mjs","config-or-build","3115","91","tool-call-repair;visible-work-state;deepseek-route-cost-control","quality-positive-latency-risk;ui-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","review-only"
"SECURITY.md",".md","other-support","1951","41","tool-call-repair;visible-work-state;permission-tool-gate;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"src/acp/dispatch.ts",".ts","runtime-source","3417","127","tool-result-budget;tool-call-repair;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/acp/gates.ts",".ts","runtime-source","6353","178","cache-first-loop;permission-tool-gate;context-recovery;mcp-skill-agent-envelope","token-cache-positive;safety-positive-latency-risk;memory-io-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/acp/protocol.ts",".ts","runtime-source","4297","168","tool-result-budget;tool-call-repair;permission-tool-gate;context-recovery;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;safety-positive-latency-risk;memory-io-risk;integration-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/acp/server.ts",".ts","runtime-source","4616","144","tool-call-repair;visible-work-state;context-recovery;mcp-skill-agent-envelope;evidence-release-claim","quality-positive-latency-risk;ui-latency-risk;memory-io-risk;integration-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/adapters/event-sink-jsonl.ts",".ts","runtime-source","1413","49","cache-first-loop;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/adapters/event-source-jsonl.ts",".ts","runtime-source","1901","61","tool-call-repair;visible-work-state;context-recovery;evidence-release-claim","quality-positive-latency-risk;ui-latency-risk;memory-io-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/at-mentions.ts",".ts","runtime-source","24002","677","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/at-mentions-url.ts",".ts","runtime-source","4853","154","cache-first-loop;tool-result-budget","token-cache-positive;memory-positive","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/commands/acp.ts",".ts","runtime-source","11458","338","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/commands/chat.tsx",".tsx","runtime-source","21798","527","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/commands/code.tsx",".tsx","runtime-source","7974","191","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/commands/commit.ts",".ts","runtime-source","11347","334","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/commands/desktop.ts",".ts","runtime-source","52448","1693","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
