"path","lines","owner","reasonixMechanism","status","staticRisks","recommendedAction"
"src/dsxu/control-plane/controlMain.ts","47","Baseline product/runtime support owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/dsxu/control-plane/controlMessaging.ts","39","Baseline product/runtime support owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/dsxu/control-plane/controlProviderMigrationProtocol.ts","54","Archived boundary / replace-delete review owner","evidence-release-claim;mcp-skill-agent-envelope","review-replace-delete-or-archived-boundary","pro-admission-boundary-check","?? owner/Git review??????? runtime ? README ???"
"src/dsxu/control-plane/controlSession.ts","226","Baseline product/runtime support owner","mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/dsxu/control-plane/inboundControlMessages.ts","219","Baseline product/runtime support owner","mcp-skill-agent-envelope;permission-tool-gate","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/dsxu/control-plane/index.ts","8","Baseline product/runtime support owner","permission-tool-gate","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/control-plane/operatorStateProjection.ts","113","Baseline product/runtime support owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/control-plane/permissionControlBridge.ts","42","Baseline product/runtime support owner","mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/cost/__tests__/cost.test.ts","58","DeepSeek route / cost / cache owner","cache-first-loop;deepseek-route-cost-control","test-or-evidence-support","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/cost/index.ts","87","DeepSeek route / cost / cache owner","cache-first-loop;deepseek-route-cost-control;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/engine/__tests__/A-2A-kairos-integration-harness.test.ts","290","Evidence / benchmark / DSXU engine owner","context-recovery;deepseek-route-cost-control;visible-work-state","test-or-evidence-support","tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/engine/__tests__/abc-end-to-end.test.ts","258","Evidence / benchmark / DSXU engine owner","context-recovery;mcp-skill-agent-envelope","test-or-evidence-support","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/engine/__tests__/accessibility-tree.test.ts","269","Evidence / benchmark / DSXU engine owner","context-recovery;parallel-safe-dispatch;visible-work-state","test-or-evidence-support","shell-side-effect-gate-check","???? Tool Gate / Permission Gate???? visible-state?"
"src/dsxu/engine/__tests__/action-contract.test.ts","149","Evidence / benchmark / DSXU engine owner","evidence-release-claim;mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","test-or-evidence-support","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/engine/__tests__/adr-review.test.ts","260","Evidence / benchmark / DSXU engine owner","context-recovery;mcp-skill-agent-envelope;visible-work-state","test-or-evidence-support","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/engine/__tests__/agent-live-report-replay.test.ts","102","Evidence / benchmark / DSXU engine owner","evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;tool-call-repair;visible-work-state","test-or-evidence-support","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/engine/__tests__/agent-long-run.test.ts","265","Evidence / benchmark / DSXU engine owner","cache-first-loop;context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","test-or-evidence-support","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/engine/__tests__/agent-mcp-skill-boundary-board.test.ts","151","Evidence / benchmark / DSXU engine owner","deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","test-or-evidence-support","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/engine/__tests__/agent-orchestration-mode-v1.test.ts","159","Evidence / benchmark / DSXU engine owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","test-or-evidence-support","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/engine/__tests__/agent-parent-final-gate-replay-v1.test.ts","38","Evidence / benchmark / DSXU engine owner","evidence-release-claim;mcp-skill-agent-envelope","test-or-evidence-support","none-static","??????????????? claim ????? evidence?"
"src/dsxu/engine/__tests__/agent-runtime-mainline-v1.test.ts","456","Evidence / benchmark / DSXU engine owner","cache-first-loop;context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","test-or-evidence-support","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/engine/__tests__/agent-summary.test.ts","191","Evidence / benchmark / DSXU engine owner","visible-work-state","test-or-evidence-support","tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/engine/__tests__/allowed-tools-permission-floor-v1.test.ts","47","Evidence / benchmark / DSXU engine owner","evidence-release-claim;parallel-safe-dispatch;permission-tool-gate","test-or-evidence-support","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/engine/__tests__/api-microcompact-bridge.test.ts","72","Evidence / benchmark / DSXU engine owner","cache-first-loop;context-recovery;deepseek-route-cost-control","test-or-evidence-support","none-static","??????????????? claim ????? evidence?"
"src/dsxu/engine/__tests__/api-service.test.ts","416","Evidence / benchmark / DSXU engine owner","context-recovery;deepseek-route-cost-control;evidence-release-claim;tool-call-repair;visible-work-state","test-or-evidence-support","cache-prefix-drift-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/engine/__tests__/auto-mode-visible-copy-v1.test.ts","28","TUI / visible-state owner","visible-work-state","test-or-evidence-support","shell-side-effect-gate-check","???? Tool Gate / Permission Gate???? visible-state?"
"src/dsxu/engine/__tests__/background-governance-contract-v1.test.ts","179","Evidence / benchmark / DSXU engine owner","context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","test-or-evidence-support","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/engine/__tests__/background-task-hard-gate-v1.test.ts","169","Evidence / benchmark / DSXU engine owner","parallel-safe-dispatch;visible-work-state","test-or-evidence-support","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/engine/__tests__/baseline-failure-reporter.test.ts","237","Evidence / benchmark / DSXU engine owner","context-recovery;deepseek-route-cost-control;evidence-release-claim;permission-tool-gate;tool-call-repair;visible-work-state","test-or-evidence-support","none-static","??????????????? claim ????? evidence?"
"src/dsxu/engine/__tests__/bash-adapter-safety-v1.test.ts","91","Evidence / benchmark / DSXU engine owner","context-recovery","test-or-evidence-support","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/engine/__tests__/bash-file-adapter-mainline-v1.test.ts","192","Evidence / benchmark / DSXU engine owner","context-recovery","test-or-evidence-support","pro-admission-boundary-check;shell-side-effect-gate-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/engine/__tests__/benchmark-readiness.test.ts","196","Evidence / benchmark / DSXU engine owner","context-recovery;deepseek-route-cost-control;evidence-release-claim;permission-tool-gate","test-or-evidence-support","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/engine/__tests__/benchmark-runner-route-v1.test.ts","349","Evidence / benchmark / DSXU engine owner","context-recovery;deepseek-route-cost-control;evidence-release-claim;permission-tool-gate;visible-work-state","test-or-evidence-support","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/engine/__tests__/blast-radius.test.ts","318","Evidence / benchmark / DSXU engine owner","context-recovery;parallel-safe-dispatch","test-or-evidence-support","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/engine/__tests__/brand-compat-risk-board.test.ts","71","Evidence / benchmark / DSXU engine owner","evidence-release-claim;visible-work-state","test-or-evidence-support","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/engine/__tests__/bridge-gate.test.ts","36","Evidence / benchmark / DSXU engine owner","no-direct-reasonix-overlap","test-or-evidence-support","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/engine/__tests__/browser-dev-server-proof-v1.test.ts","37","Evidence / benchmark / DSXU engine owner","evidence-release-claim;visible-work-state","test-or-evidence-support","shell-side-effect-gate-check","???? Tool Gate / Permission Gate???? visible-state?"
"src/dsxu/engine/__tests__/bug-brain.test.ts","297","Evidence / benchmark / DSXU engine owner","context-recovery;mcp-skill-agent-envelope","test-or-evidence-support","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/dsxu/engine/__tests__/bug-brain-integration.test.ts","243","Evidence / benchmark / DSXU engine owner","context-recovery;mcp-skill-agent-envelope","test-or-evidence-support","shell-side-effect-gate-check","???? Tool Gate / Permission Gate???? visible-state?"
"src/dsxu/engine/__tests__/c05-mcp-brief-remote-cron-absorption-clean.test.ts","296","Evidence / benchmark / DSXU engine owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;permission-tool-gate;tool-call-repair","test-or-evidence-support","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
