id,priority,mechanismArea,mechanismClass,role,phase,title,dsxuOwner,value,deepseekAdaptation,implementationBoundary,acceptanceEvidence
RSB-0346,P0,Failure / Repair Loop,cognitive-workflow,maintainer reviewer,preflight / plan,Failure / Repair Loop for maintainer reviewer during preflight / plan,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0347,P0,Failure / Repair Loop,cognitive-workflow,maintainer reviewer,execution / action,Failure / Repair Loop for maintainer reviewer during execution / action,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0348,P1,Failure / Repair Loop,cognitive-workflow,maintainer reviewer,failure / diagnosis,Failure / Repair Loop for maintainer reviewer during failure / diagnosis,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0349,P1,Failure / Repair Loop,cognitive-workflow,maintainer reviewer,recovery / retry,Failure / Repair Loop for maintainer reviewer during recovery / retry,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0350,P2,Failure / Repair Loop,cognitive-workflow,maintainer reviewer,proof / release evidence,Failure / Repair Loop for maintainer reviewer during proof / release evidence,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0351,P0,Test Selection / Verification,trust-and-visibility,senior feature engineer,preflight / plan,Test Selection / Verification for senior feature engineer during preflight / plan,VerificationKernel owner,按 owner、风险和 touched files 选择测试，最后再做完整验收。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,用 Flash 做测试计划和失败 triage；高风险 review 再升阶。,focused test 只证明局部，不替代最终六阶段测试。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0352,P0,Test Selection / Verification,trust-and-visibility,senior feature engineer,execution / action,Test Selection / Verification for senior feature engineer during execution / action,VerificationKernel owner,按 owner、风险和 touched files 选择测试，最后再做完整验收。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,用 Flash 做测试计划和失败 triage；高风险 review 再升阶。,focused test 只证明局部，不替代最终六阶段测试。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0353,P1,Test Selection / Verification,trust-and-visibility,senior feature engineer,failure / diagnosis,Test Selection / Verification for senior feature engineer during failure / diagnosis,VerificationKernel owner,按 owner、风险和 touched files 选择测试，最后再做完整验收。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,用 Flash 做测试计划和失败 triage；高风险 review 再升阶。,focused test 只证明局部，不替代最终六阶段测试。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0354,P1,Test Selection / Verification,trust-and-visibility,senior feature engineer,recovery / retry,Test Selection / Verification for senior feature engineer during recovery / retry,VerificationKernel owner,按 owner、风险和 touched files 选择测试，最后再做完整验收。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,用 Flash 做测试计划和失败 triage；高风险 review 再升阶。,focused test 只证明局部，不替代最终六阶段测试。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0355,P2,Test Selection / Verification,trust-and-visibility,senior feature engineer,proof / release evidence,Test Selection / Verification for senior feature engineer during proof / release evidence,VerificationKernel owner,按 owner、风险和 touched files 选择测试，最后再做完整验收。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,用 Flash 做测试计划和失败 triage；高风险 review 再升阶。,focused test 只证明局部，不替代最终六阶段测试。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0356,P0,Test Selection / Verification,trust-and-visibility,debugging engineer,preflight / plan,Test Selection / Verification for debugging engineer during preflight / plan,VerificationKernel owner,按 owner、风险和 touched files 选择测试，最后再做完整验收。 角色侧重点：失败复现、根因定位、修复、回归和证据。,用 Flash 做测试计划和失败 triage；高风险 review 再升阶。,focused test 只证明局部，不替代最终六阶段测试。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0357,P0,Test Selection / Verification,trust-and-visibility,debugging engineer,execution / action,Test Selection / Verification for debugging engineer during execution / action,VerificationKernel owner,按 owner、风险和 touched files 选择测试，最后再做完整验收。 角色侧重点：失败复现、根因定位、修复、回归和证据。,用 Flash 做测试计划和失败 triage；高风险 review 再升阶。,focused test 只证明局部，不替代最终六阶段测试。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0358,P1,Test Selection / Verification,trust-and-visibility,debugging engineer,failure / diagnosis,Test Selection / Verification for debugging engineer during failure / diagnosis,VerificationKernel owner,按 owner、风险和 touched files 选择测试，最后再做完整验收。 角色侧重点：失败复现、根因定位、修复、回归和证据。,用 Flash 做测试计划和失败 triage；高风险 review 再升阶。,focused test 只证明局部，不替代最终六阶段测试。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0359,P1,Test Selection / Verification,trust-and-visibility,debugging engineer,recovery / retry,Test Selection / Verification for debugging engineer during recovery / retry,VerificationKernel owner,按 owner、风险和 touched files 选择测试，最后再做完整验收。 角色侧重点：失败复现、根因定位、修复、回归和证据。,用 Flash 做测试计划和失败 triage；高风险 review 再升阶。,focused test 只证明局部，不替代最终六阶段测试。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0360,P2,Test Selection / Verification,trust-and-visibility,debugging engineer,proof / release evidence,Test Selection / Verification for debugging engineer during proof / release evidence,VerificationKernel owner,按 owner、风险和 touched files 选择测试，最后再做完整验收。 角色侧重点：失败复现、根因定位、修复、回归和证据。,用 Flash 做测试计划和失败 triage；高风险 review 再升阶。,focused test 只证明局部，不替代最终六阶段测试。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0361,P0,Test Selection / Verification,trust-and-visibility,technical lead,preflight / plan,Test Selection / Verification for technical lead during preflight / plan,VerificationKernel owner,按 owner、风险和 touched files 选择测试，最后再做完整验收。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,用 Flash 做测试计划和失败 triage；高风险 review 再升阶。,focused test 只证明局部，不替代最终六阶段测试。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0362,P0,Test Selection / Verification,trust-and-visibility,technical lead,execution / action,Test Selection / Verification for technical lead during execution / action,VerificationKernel owner,按 owner、风险和 touched files 选择测试，最后再做完整验收。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,用 Flash 做测试计划和失败 triage；高风险 review 再升阶。,focused test 只证明局部，不替代最终六阶段测试。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0363,P1,Test Selection / Verification,trust-and-visibility,technical lead,failure / diagnosis,Test Selection / Verification for technical lead during failure / diagnosis,VerificationKernel owner,按 owner、风险和 touched files 选择测试，最后再做完整验收。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,用 Flash 做测试计划和失败 triage；高风险 review 再升阶。,focused test 只证明局部，不替代最终六阶段测试。,失败时能分类、定位、保留原始证据，并给出修复候选。
